freelancer_id,skills,main_category,experience_years,hourly_rate,rating,jobs_completed,success_rate,response_time_hours,on_time_delivery_rate
FR0914,"Content Writing, Technical Writing, Creative Writing",writing,13,67,4.3,59,0.88,17.8,0.96
FR0915,"UX Design, Adobe XD, Swift, React, JavaScript, Angular",design,11,59,4.4,94,0.93,8.4,0.93
FR0916,"PPC, Email Marketing",marketing,7,50,3.9,29,0.81,8.9,0.99
FR0917,"Technical Writing, Creative Writing, Blog Writing",writing,2,35,4.5,72,0.93,9.1,0.86
FR0918,"Creative Writing, Copywriting, Technical Writing, Content Writing, Blog Writing, C++, Vue.js, Java, Angular",writing,4,51,4.9,90,0.83,42.0,0.95
FR0919,"Digital Marketing, Content Marketing, PHP, SQL",marketing,14,141,3.7,6,1.0,33.1,0.94
FR0920,"React, Swift, C++, JavaScript",programming,4,35,5.0,66,0.82,12.8,0.92
FR0921,"Email Marketing, Digital Marketing, Analytics, SEO, Social Media Marketing, SEO Writing, Technical Writing",marketing,9,96,4.6,30,0.98,39.4,0.93
FR0922,"Vue.js, PHP, SQL",programming,15,135,3.5,51,0.82,3.1,0.88
FR0923,"Java, JavaScript",programming,9,42,3.5,20,0.87,26.9,0.86
FR0924,"Technical Writing, Blog Writing, Copywriting, Vue.js, SQL, React",writing,2,21,4.2,35,0.87,40.1,0.96
FR0925,"Technical Writing, SEO Writing",writing,3,42,4.7,73,0.9,21.5,0.98
FR0926,"SEO, Email Marketing, PPC, Analytics, Content Marketing, Content Writing, Creative Writing, Copywriting",marketing,14,113,4.2,73,0.9,10.1,0.89
FR0927,"Digital Marketing, SEO, Analytics, Content Marketing, Content Writing, Technical Writing, Creative Writing",marketing,11,59,4.3,6,0.82,16.7,0.86
FR0928,"Copywriting, SEO Writing, Blog Writing, Technical Writing, Creative Writing",writing,2,23,4.7,38,0.98,23.3,0.99
FR0929,"Copywriting, Content Writing, Technical Writing",writing,9,51,3.6,69,0.89,28.5,0.98
FR0930,"Content Marketing, Analytics, Digital Marketing, SEO, Email Marketing",marketing,1,19,4.2,25,0.8,27.4,0.96
FR0931,"Figma, Illustrator",design,2,21,4.5,17,0.84,12.0,0.9
FR0932,"Graphic Design, Illustrator, Adobe XD",design,15,105,3.8,24,0.93,47.0,0.9
FR0933,"Photoshop, Adobe XD, Digital Marketing, Analytics, Email Marketing",design,3,27,4.3,59,0.85,36.4,0.9
FR0934,"Swift, Java, C++, Django, Analytics, Content Marketing, PPC",programming,1,21,4.6,97,0.99,15.1,0.9
FR0935,"Content Writing, Creative Writing, Blog Writing, Technical Writing, Photoshop, Illustrator, UX Design",writing,4,55,4.6,86,0.94,46.3,0.94
FR0936,"Content Writing, Creative Writing",writing,3,27,5.0,29,0.88,28.7,0.95
FR0937,"Content Marketing, Social Media Marketing, Analytics, PPC",marketing,11,48,3.6,75,0.94,39.2,0.96
FR0938,"Social Media Marketing, SEO",marketing,11,114,3.8,73,0.92,14.4,0.9
FR0939,"SQL, Python",programming,10,85,3.6,47,0.96,4.1,0.9
FR0940,"Illustrator, UI Design, Django, Node.js, Ruby",design,4,31,4.1,11,0.93,22.3,0.92
FR0941,"Blog Writing, Content Writing, Technical Writing, C++, React, Node.js, JavaScript, Java",writing,14,127,3.6,86,0.9,25.7,0.93
FR0942,"SEO, Digital Marketing, PPC",marketing,2,29,3.7,23,1.0,12.2,0.98
FR0943,"Creative Writing, Copywriting, Django, Ruby, Vue.js",writing,12,99,4.8,16,0.87,23.9,0.96
FR0944,"UX Design, Adobe XD, Illustrator, Photoshop, Graphic Design",design,13,145,4.2,45,0.93,16.8,0.96
FR0945,"Technical Writing, Content Writing, Copywriting, PHP, C++, React, SQL, Ruby",writing,11,114,4.2,74,1.0,36.4,0.95
FR0946,"Creative Writing, Content Writing",writing,9,78,3.6,45,0.89,4.5,0.91
FR0947,"Copywriting, Technical Writing, SEO Writing, JavaScript, PHP, Django",writing,9,60,4.0,15,0.91,2.5,0.99
FR0948,"Email Marketing, Analytics, Digital Marketing, Social Media Marketing, PPC, SEO Writing, Technical Writing, Copywriting, Content Writing",marketing,15,105,4.6,71,0.89,10.6,0.87
FR0949,"Graphic Design, Adobe XD, Blog Writing, SEO Writing",design,5,60,4.4,81,0.96,28.5,0.86
FR0950,"C++, Node.js",programming,3,36,5.0,32,0.98,44.6,0.86
FR0951,"C++, Vue.js, PHP, Django",programming,7,71,5.0,61,0.96,3.9,0.86
FR0952,"Java, Python, Illustrator, UX Design",programming,13,93,4.5,44,0.84,40.5,0.94
FR0953,"JavaScript, Angular, Python, PHP",programming,5,40,4.6,59,0.9,29.0,0.86
FR0954,"Illustrator, Graphic Design, UX Design, Adobe XD",design,8,71,3.6,74,0.83,32.1,0.92
FR0955,"Logo Design, Photoshop, Django, SQL, Java, JavaScript, React",design,4,35,3.6,14,0.86,9.5,0.9
FR0956,"Illustrator, UX Design",design,13,54,3.9,85,0.95,27.7,0.87
FR0957,"Logo Design, Graphic Design",design,5,60,4.6,40,0.9,27.6,0.93
FR0958,"Swift, Java, Vue.js, Django, C++",programming,13,132,4.5,31,0.97,16.0,0.91
FR0959,"Social Media Marketing, Content Marketing, Content Writing, Creative Writing, Technical Writing, SEO Writing, Copywriting",marketing,15,135,4.5,43,0.89,38.2,0.92
FR0960,"Logo Design, Photoshop, UI Design, Graphic Design, Analytics, Email Marketing, Digital Marketing",design,9,96,4.5,38,0.98,21.7,0.86
FR0961,"Blog Writing, Technical Writing, Content Writing, SEO Writing, Copywriting, C++, React, JavaScript",writing,11,48,3.9,20,0.96,38.9,0.88
FR0962,"Graphic Design, Photoshop, UX Design, UI Design, Figma, Angular, Swift",design,8,71,3.6,75,0.92,7.9,0.95
FR0963,"Content Marketing, Email Marketing",marketing,11,70,3.5,13,0.96,18.2,0.87
FR0964,"Python, JavaScript, Vue.js, Swift, Social Media Marketing, Content Marketing",programming,13,132,4.7,42,0.87,3.2,0.89
FR0965,"Graphic Design, Adobe XD, Figma",design,1,20,4.9,11,0.92,18.5,0.98
FR0966,"UX Design, Logo Design, PPC, Analytics",design,14,127,3.7,96,0.88,46.4,0.9
FR0967,"Copywriting, SEO Writing, Technical Writing, Blog Writing, Content Writing, Figma, Graphic Design, Logo Design",writing,8,39,4.0,89,0.86,10.4,0.96
FR0968,"SEO Writing, Blog Writing, Technical Writing",writing,8,79,3.9,12,0.95,27.3,1.0
FR0969,"Copywriting, SEO Writing, Content Writing, Technical Writing, Blog Writing, Content Marketing, Digital Marketing",writing,1,24,4.8,42,0.88,30.7,0.87
FR0970,"SQL, React, PHP, Node.js, SEO, Email Marketing, Content Marketing, PPC, Social Media Marketing",programming,12,111,4.3,65,0.83,17.2,0.92
FR0971,"JavaScript, Django, PHP, C++, Angular",programming,1,20,5.0,26,0.95,27.1,0.96
FR0972,"Node.js, Django, Python, Content Marketing, Social Media Marketing",programming,1,23,4.6,91,0.82,40.7,0.9
FR0973,"Content Writing, SEO Writing",writing,14,71,4.4,49,0.85,27.9,0.89
FR0974,"Django, Java, Ruby, Python, PHP",programming,9,87,4.1,83,0.89,8.9,0.86
FR0975,"Graphic Design, Photoshop, Figma, UI Design, Swift, Java, Django",design,1,25,3.7,38,0.94,30.5,0.96
FR0976,"Logo Design, UI Design",design,15,165,3.7,38,0.98,10.6,0.97
FR0977,"Blog Writing, Copywriting, Creative Writing, Content Writing, Technical Writing, Graphic Design, Photoshop, Adobe XD",writing,10,105,4.8,34,0.83,24.4,0.86
FR0978,"Content Writing, SEO Writing, Creative Writing, Node.js, Django",writing,10,95,4.0,74,0.83,16.9,0.99
FR0979,"Content Writing, Technical Writing, Creative Writing, SEO Writing",writing,4,55,3.6,5,0.99,5.3,0.96
FR0980,"Photoshop, UX Design",design,12,51,4.3,92,0.86,44.4,0.9
FR0981,"Java, SQL, Content Writing, Technical Writing, Blog Writing, Creative Writing",programming,13,132,5.0,52,0.84,39.8,0.98
FR0982,"Django, Ruby, Email Marketing, PPC, Social Media Marketing, Analytics, Content Marketing",programming,6,51,4.7,60,0.86,27.0,0.97
FR0983,"Django, Java",programming,15,105,4.3,44,1.0,26.1,0.92
FR0984,"SEO, Email Marketing",marketing,13,54,3.6,62,0.99,44.6,0.87
FR0985,"PHP, Swift, Java, JavaScript, Python",programming,2,35,4.4,45,0.86,47.1,0.86
FR0986,"Django, Python, React",programming,5,60,4.4,34,0.92,47.1,0.95
FR0987,"UI Design, Illustrator, Adobe XD",design,15,165,4.4,93,0.88,35.4,0.96
FR0988,"UI Design, Illustrator, Adobe XD, UX Design",design,9,78,4.2,7,0.82,15.3,0.87
FR0989,"Logo Design, Adobe XD, Graphic Design",design,11,59,3.6,24,0.9,1.8,0.85
FR0990,"Blog Writing, Content Writing, Copywriting",writing,4,51,4.3,33,0.99,25.5,0.94
FR0991,"Analytics, Digital Marketing, PPC",marketing,14,127,4.3,15,0.83,8.3,0.89
FR0992,"Angular, React, Copywriting, Creative Writing, Blog Writing",programming,9,42,3.5,89,0.88,47.1,0.97
FR0993,"Email Marketing, Digital Marketing, PPC, Content Marketing",marketing,2,29,3.7,31,0.97,18.7,0.87
FR0994,"Analytics, SEO",marketing,2,35,3.8,22,0.87,20.3,0.98
FR0995,"UI Design, Logo Design, Graphic Design, Illustrator, Photoshop",design,11,125,4.6,48,0.95,7.3,0.87
FR0996,"Digital Marketing, Analytics",marketing,11,114,4.1,33,0.84,4.5,0.96
FR0997,"Python, Node.js, C++, Angular, Vue.js",programming,12,135,4.6,49,0.82,1.3,0.85
FR0998,"SEO Writing, Content Writing, Digital Marketing, Email Marketing, PPC, Content Marketing",writing,11,114,4.8,92,0.9,8.6,0.96
FR0999,"Digital Marketing, Email Marketing",marketing,8,71,4.3,69,0.88,19.4,0.96
FR1000,"Django, Java, Python, PHP",programming,6,69,4.3,75,0.96,42.0,0.97
