project_id,category,required_skills,complexity,duration_weeks,budget,required_experience_years,preferred_hourly_rate_range,project_description,status
PJ0170,programming,"Swift, React, Ruby, Angular",Low,7,9800.0,1,$28-$38,"Project requiring expertise in Swift, React, Ruby, Angular",Completed
PJ0171,marketing,"PPC, SEO, Digital Marketing, Email Marketing, Social Media Marketing",High,2,15000.0,3,$25-$78,"Project requiring expertise in PPC, SEO, Digital Marketing, Email Marketing, Social Media Marketing",Open
PJ0172,design,"Photoshop, Illustrator, Figma",High,8,14750.0,4,$17-$60,"Project requiring expertise in Photoshop, Illustrator, Figma",Open
PJ0173,marketing,"PPC, Digital Marketing, Analytics, SEO, Content Marketing",Medium,2,3900.0,5,$22-$93,"Project requiring expertise in PPC, Digital Marketing, Analytics, SEO, Content Marketing",Open
PJ0174,writing,"Content Writing, SEO Writing, Technical Writing, Creative Writing, Copywriting",High,3,11500.0,2,$28-$100,"Project requiring expertise in Content Writing, SEO Writing, Technical Writing, Creative Writing, Copywriting",Open
PJ0175,design,"Illustrator, UI Design, UX Design, Graphic Design, Logo Design",Low,8,9800.0,1,$27-$76,"Project requiring expertise in Illustrator, UI Design, UX Design, Graphic Design, Logo Design",In Progress
PJ0176,design,"Illustrator, UX Design, UI Design",Low,12,5300.0,2,$18-$53,"Project requiring expertise in Illustrator, UX Design, UI Design",Completed
PJ0177,writing,"Blog Writing, Content Writing, Creative Writing",High,2,8500.0,5,$17-$58,"Project requiring expertise in Blog Writing, Content Writing, Creative Writing",Open
PJ0178,marketing,"Email Marketing, SEO, Content Marketing, Digital Marketing",Medium,3,8550.0,6,$27-$64,"Project requiring expertise in Email Marketing, SEO, Content Marketing, Digital Marketing",Completed
PJ0179,writing,"Copywriting, Technical Writing, SEO Writing, Creative Writing",High,4,23750.0,2,$29-$83,"Project requiring expertise in Copywriting, Technical Writing, SEO Writing, Creative Writing",Completed
PJ0180,design,"Illustrator, Photoshop, Adobe XD, Figma, Logo Design",Low,9,4400.0,4,$21-$62,"Project requiring expertise in Illustrator, Photoshop, Adobe XD, Figma, Logo Design",Open
PJ0181,writing,"Creative Writing, SEO Writing, Technical Writing, Copywriting",Low,3,6300.0,4,$25-$42,"Project requiring expertise in Creative Writing, SEO Writing, Technical Writing, Copywriting",In Progress
PJ0182,programming,"JavaScript, Django, SQL, PHP",Medium,5,13800.0,6,$30-$48,"Project requiring expertise in JavaScript, Django, SQL, PHP",In Progress
PJ0183,programming,"Python, Angular",Medium,10,14400.0,4,$17-$73,"Project requiring expertise in Python, Angular",Completed
PJ0184,marketing,"Content Marketing, PPC, SEO, Email Marketing",Medium,5,8100.0,2,$16-$40,"Project requiring expertise in Content Marketing, PPC, SEO, Email Marketing",In Progress
PJ0185,programming,"JavaScript, PHP",Medium,6,6750.0,5,$24-$40,"Project requiring expertise in JavaScript, PHP",Completed
PJ0186,design,"UX Design, Graphic Design, Figma",Medium,4,4650.0,8,$15-$65,"Project requiring expertise in UX Design, Graphic Design, Figma",Open
PJ0187,programming,"Java, Python",Low,2,6200.0,4,$18-$75,"Project requiring expertise in Java, Python",In Progress
PJ0188,writing,"Content Writing, SEO Writing",Low,12,2500.0,4,$18-$63,"Project requiring expertise in Content Writing, SEO Writing",Completed
PJ0189,design,"Photoshop, UI Design",Medium,11,9900.0,5,$20-$69,"Project requiring expertise in Photoshop, UI Design",Open
PJ0190,design,"UX Design, Photoshop",High,9,18250.0,8,$30-$98,"Project requiring expertise in UX Design, Photoshop",Open
PJ0191,writing,"Technical Writing, Copywriting, Content Writing",Medium,2,14700.0,3,$15-$58,"Project requiring expertise in Technical Writing, Copywriting, Content Writing",Completed
PJ0192,design,"Logo Design, UX Design",High,1,11750.0,2,$27-$31,"Project requiring expertise in Logo Design, UX Design",In Progress
PJ0193,marketing,"Content Marketing, PPC, SEO",High,7,15250.0,5,$22-$83,"Project requiring expertise in Content Marketing, PPC, SEO",Completed
PJ0194,design,"Graphic Design, UX Design, Figma",Low,12,10000.0,5,$30-$71,"Project requiring expertise in Graphic Design, UX Design, Figma",In Progress
PJ0195,design,"UI Design, Adobe XD, Logo Design, Graphic Design, Figma",High,3,21000.0,5,$20-$99,"Project requiring expertise in UI Design, Adobe XD, Logo Design, Graphic Design, Figma",Open
PJ0196,writing,"Copywriting, Blog Writing",High,8,4250.0,5,$21-$85,"Project requiring expertise in Copywriting, Blog Writing",Open
PJ0197,programming,"PHP, Django, React, Node.js, Python",Low,3,8900.0,8,$29-$49,"Project requiring expertise in PHP, Django, React, Node.js, Python",Completed
PJ0198,programming,"C++, Node.js, Django, Java",High,8,13000.0,3,$25-$83,"Project requiring expertise in C++, Node.js, Django, Java",In Progress
PJ0199,writing,"Technical Writing, Blog Writing, Creative Writing",Low,3,8500.0,5,$18-$86,"Project requiring expertise in Technical Writing, Blog Writing, Creative Writing",Open
PJ0200,design,"Figma, Photoshop, Adobe XD, UI Design",Low,2,8800.0,2,$26-$94,"Project requiring expertise in Figma, Photoshop, Adobe XD, UI Design",In Progress
PJ0201,programming,"Node.js, Python, React, Java",Low,9,2200.0,2,$15-$42,"Project requiring expertise in Node.js, Python, React, Java",In Progress
PJ0202,design,"Graphic Design, Figma, UX Design",Low,2,7600.0,1,$19-$34,"Project requiring expertise in Graphic Design, Figma, UX Design",Open
PJ0203,writing,"SEO Writing, Technical Writing, Creative Writing, Blog Writing, Copywriting",Medium,8,12150.0,8,$17-$89,"Project requiring expertise in SEO Writing, Technical Writing, Creative Writing, Blog Writing, Copywriting",In Progress
PJ0204,programming,"Ruby, Java",High,11,19250.0,5,$24-$74,"Project requiring expertise in Ruby, Java",Completed
PJ0205,writing,"Copywriting, Blog Writing, Technical Writing",Medium,3,12600.0,2,$26-$35,"Project requiring expertise in Copywriting, Blog Writing, Technical Writing",In Progress
PJ0206,design,"Illustrator, Figma",High,8,15750.0,8,$24-$57,"Project requiring expertise in Illustrator, Figma",In Progress
PJ0207,design,"Photoshop, UX Design, Graphic Design",Low,6,4800.0,3,$25-$60,"Project requiring expertise in Photoshop, UX Design, Graphic Design",Open
PJ0208,writing,"Copywriting, Content Writing, Blog Writing, SEO Writing",High,12,22500.0,2,$21-$37,"Project requiring expertise in Copywriting, Content Writing, Blog Writing, SEO Writing",Completed
PJ0209,marketing,"Email Marketing, Analytics, PPC, Social Media Marketing",High,10,14250.0,6,$26-$76,"Project requiring expertise in Email Marketing, Analytics, PPC, Social Media Marketing",In Progress
PJ0210,marketing,"Email Marketing, Content Marketing, SEO, PPC",High,11,13750.0,5,$21-$57,"Project requiring expertise in Email Marketing, Content Marketing, SEO, PPC",In Progress
PJ0211,programming,"Node.js, Angular",Medium,9,14700.0,7,$21-$86,"Project requiring expertise in Node.js, Angular",Open
PJ0212,programming,"Node.js, Vue.js",Medium,5,13050.0,1,$23-$92,"Project requiring expertise in Node.js, Vue.js",Open
PJ0213,design,"UI Design, UX Design",High,1,13500.0,6,$21-$100,"Project requiring expertise in UI Design, UX Design",In Progress
PJ0214,design,"UX Design, Adobe XD, Graphic Design, Photoshop, UI Design",Medium,6,5250.0,5,$28-$81,"Project requiring expertise in UX Design, Adobe XD, Graphic Design, Photoshop, UI Design",In Progress
PJ0215,writing,"Technical Writing, Creative Writing, Copywriting, Blog Writing, Content Writing",Low,9,4200.0,1,$19-$63,"Project requiring expertise in Technical Writing, Creative Writing, Copywriting, Blog Writing, Content Writing",In Progress
PJ0216,writing,"Blog Writing, SEO Writing, Content Writing, Creative Writing, Technical Writing",High,10,13250.0,4,$30-$67,"Project requiring expertise in Blog Writing, SEO Writing, Content Writing, Creative Writing, Technical Writing",Completed
PJ0217,programming,"SQL, Python",Medium,4,3900.0,2,$29-$40,"Project requiring expertise in SQL, Python",In Progress
PJ0218,marketing,"PPC, Analytics",High,4,2250.0,5,$29-$59,"Project requiring expertise in PPC, Analytics",In Progress
PJ0219,writing,"Blog Writing, Creative Writing",High,11,4750.0,8,$23-$59,"Project requiring expertise in Blog Writing, Creative Writing",Completed
PJ0220,writing,"Copywriting, Technical Writing, SEO Writing, Content Writing, Creative Writing",High,3,15000.0,7,$30-$98,"Project requiring expertise in Copywriting, Technical Writing, SEO Writing, Content Writing, Creative Writing",In Progress
PJ0221,writing,"Copywriting, Content Writing, SEO Writing, Blog Writing",High,5,16500.0,7,$30-$58,"Project requiring expertise in Copywriting, Content Writing, SEO Writing, Blog Writing",Open
PJ0222,writing,"Technical Writing, SEO Writing, Copywriting, Content Writing, Blog Writing",High,4,23500.0,2,$26-$97,"Project requiring expertise in Technical Writing, SEO Writing, Copywriting, Content Writing, Blog Writing",In Progress
PJ0223,marketing,"SEO, Email Marketing, Social Media Marketing",Medium,12,12450.0,8,$22-$91,"Project requiring expertise in SEO, Email Marketing, Social Media Marketing",In Progress
PJ0224,marketing,"PPC, Analytics",Medium,11,3150.0,6,$28-$60,"Project requiring expertise in PPC, Analytics",In Progress
PJ0225,design,"Figma, Logo Design, Photoshop, UX Design",High,9,13250.0,5,$23-$33,"Project requiring expertise in Figma, Logo Design, Photoshop, UX Design",In Progress
PJ0226,marketing,"Social Media Marketing, Email Marketing, Content Marketing, SEO",High,3,24750.0,7,$30-$35,"Project requiring expertise in Social Media Marketing, Email Marketing, Content Marketing, SEO",Completed
PJ0227,marketing,"Email Marketing, Content Marketing, Digital Marketing",Medium,1,8550.0,3,$23-$74,"Project requiring expertise in Email Marketing, Content Marketing, Digital Marketing",Completed
PJ0228,marketing,"Digital Marketing, Email Marketing, PPC",Medium,6,7950.0,7,$25-$46,"Project requiring expertise in Digital Marketing, Email Marketing, PPC",Completed
PJ0229,writing,"SEO Writing, Creative Writing, Copywriting",Medium,6,10650.0,1,$29-$44,"Project requiring expertise in SEO Writing, Creative Writing, Copywriting",Open
PJ0230,marketing,"Digital Marketing, Email Marketing",Medium,9,12600.0,8,$19-$86,"Project requiring expertise in Digital Marketing, Email Marketing",In Progress
PJ0231,programming,"PHP, React, Node.js, C++, Ruby",Medium,6,2550.0,2,$16-$85,"Project requiring expertise in PHP, React, Node.js, C++, Ruby",Completed
PJ0232,programming,"Java, Angular, React, PHP, JavaScript",Low,5,6400.0,5,$28-$36,"Project requiring expertise in Java, Angular, React, PHP, JavaScript",Completed
PJ0233,design,"Figma, UI Design, Illustrator, Adobe XD, Graphic Design",High,12,11000.0,4,$22-$98,"Project requiring expertise in Figma, UI Design, Illustrator, Adobe XD, Graphic Design",Open
PJ0234,design,"Logo Design, UI Design",Medium,10,2550.0,7,$21-$47,"Project requiring expertise in Logo Design, UI Design",In Progress
PJ0235,design,"Logo Design, UI Design, Graphic Design, Photoshop, UX Design",Medium,6,3300.0,4,$27-$32,"Project requiring expertise in Logo Design, UI Design, Graphic Design, Photoshop, UX Design",Open
PJ0236,programming,"JavaScript, PHP, Vue.js",High,4,15250.0,1,$17-$36,"Project requiring expertise in JavaScript, PHP, Vue.js",Completed
PJ0237,marketing,"Analytics, SEO",High,11,21250.0,7,$18-$90,"Project requiring expertise in Analytics, SEO",In Progress
PJ0238,design,"Photoshop, UI Design, Figma, UX Design",High,6,24000.0,4,$28-$70,"Project requiring expertise in Photoshop, UI Design, Figma, UX Design",Completed
PJ0239,writing,"Content Writing, Blog Writing, Copywriting, Technical Writing",Low,12,3100.0,2,$24-$84,"Project requiring expertise in Content Writing, Blog Writing, Copywriting, Technical Writing",Completed
PJ0240,design,"Adobe XD, Graphic Design, UX Design, Illustrator, Logo Design",High,3,22500.0,7,$24-$70,"Project requiring expertise in Adobe XD, Graphic Design, UX Design, Illustrator, Logo Design",In Progress
PJ0241,programming,"Python, Django, Vue.js, C++",High,10,1750.0,3,$22-$53,"Project requiring expertise in Python, Django, Vue.js, C++",Open
PJ0242,programming,"JavaScript, Ruby, Vue.js, Django, PHP",Low,11,6100.0,5,$30-$40,"Project requiring expertise in JavaScript, Ruby, Vue.js, Django, PHP",Completed
PJ0243,writing,"Creative Writing, SEO Writing, Technical Writing, Copywriting, Content Writing",High,10,6750.0,2,$30-$86,"Project requiring expertise in Creative Writing, SEO Writing, Technical Writing, Copywriting, Content Writing",Open
PJ0244,writing,"SEO Writing, Blog Writing, Technical Writing, Creative Writing, Content Writing",High,8,3250.0,4,$18-$68,"Project requiring expertise in SEO Writing, Blog Writing, Technical Writing, Creative Writing, Content Writing",Completed
PJ0245,programming,"PHP, JavaScript, Angular",High,12,17500.0,2,$23-$84,"Project requiring expertise in PHP, JavaScript, Angular",In Progress
PJ0246,writing,"Blog Writing, Content Writing, Technical Writing, Creative Writing, SEO Writing",Medium,4,4500.0,1,$26-$48,"Project requiring expertise in Blog Writing, Content Writing, Technical Writing, Creative Writing, SEO Writing",Completed
PJ0247,design,"Logo Design, Graphic Design, Photoshop",Medium,6,9600.0,8,$25-$77,"Project requiring expertise in Logo Design, Graphic Design, Photoshop",In Progress
PJ0248,marketing,"Analytics, Email Marketing, Content Marketing",Medium,3,6750.0,7,$22-$67,"Project requiring expertise in Analytics, Email Marketing, Content Marketing",In Progress
PJ0249,writing,"Creative Writing, Copywriting",Medium,2,13650.0,1,$23-$91,"Project requiring expertise in Creative Writing, Copywriting",In Progress
PJ0250,marketing,"SEO, Email Marketing, Content Marketing, PPC",Medium,8,1350.0,6,$24-$54,"Project requiring expertise in SEO, Email Marketing, Content Marketing, PPC",Completed
PJ0251,programming,"Python, PHP",Low,7,3200.0,2,$20-$85,"Project requiring expertise in Python, PHP",In Progress
PJ0252,design,"Adobe XD, Illustrator, Graphic Design, UI Design",Medium,12,13650.0,7,$21-$42,"Project requiring expertise in Adobe XD, Illustrator, Graphic Design, UI Design",Completed
PJ0253,programming,"React, Java, JavaScript, Python, PHP",High,10,7500.0,4,$16-$56,"Project requiring expertise in React, Java, JavaScript, Python, PHP",Completed
PJ0254,writing,"Copywriting, SEO Writing, Content Writing, Blog Writing",High,12,18250.0,1,$15-$97,"Project requiring expertise in Copywriting, SEO Writing, Content Writing, Blog Writing",Completed
PJ0255,writing,"Creative Writing, SEO Writing",High,9,9500.0,4,$20-$47,"Project requiring expertise in Creative Writing, SEO Writing",Completed
PJ0256,writing,"Technical Writing, Creative Writing",Medium,3,1200.0,2,$29-$93,"Project requiring expertise in Technical Writing, Creative Writing",In Progress
PJ0257,programming,"Ruby, React, Vue.js",Low,4,1800.0,3,$17-$86,"Project requiring expertise in Ruby, React, Vue.js",In Progress
PJ0258,programming,"SQL, Java, Ruby, React",Low,12,6000.0,8,$25-$99,"Project requiring expertise in SQL, Java, Ruby, React",Completed
PJ0259,design,"UX Design, UI Design",High,11,4250.0,3,$22-$58,"Project requiring expertise in UX Design, UI Design",Open
PJ0260,programming,"Java, Ruby, PHP, Django, JavaScript",Low,10,8800.0,6,$26-$46,"Project requiring expertise in Java, Ruby, PHP, Django, JavaScript",In Progress
PJ0261,programming,"Java, C++, React, PHP, SQL",Low,1,1300.0,2,$28-$80,"Project requiring expertise in Java, C++, React, PHP, SQL",Completed
PJ0262,writing,"Blog Writing, Technical Writing, Copywriting",High,10,14750.0,4,$16-$78,"Project requiring expertise in Blog Writing, Technical Writing, Copywriting",Completed
PJ0263,programming,"Node.js, Swift, SQL",Low,2,9800.0,7,$30-$45,"Project requiring expertise in Node.js, Swift, SQL",Completed
PJ0264,programming,"Python, Swift",High,9,5250.0,8,$20-$94,"Project requiring expertise in Python, Swift",Open
PJ0265,writing,"Creative Writing, Copywriting, Content Writing, Blog Writing",Medium,7,1200.0,6,$26-$93,"Project requiring expertise in Creative Writing, Copywriting, Content Writing, Blog Writing",Open
PJ0266,marketing,"Digital Marketing, Analytics, Social Media Marketing",Low,12,8400.0,8,$18-$47,"Project requiring expertise in Digital Marketing, Analytics, Social Media Marketing",In Progress
PJ0267,marketing,"Content Marketing, Email Marketing, Analytics",Low,9,5300.0,5,$18-$67,"Project requiring expertise in Content Marketing, Email Marketing, Analytics",Open
