Freelancer_ID,Skills,Experience_Level,Years_of_Experience,Description,Projects,Budget_Hourly,Budget_Project,Location
F0098,"Education & Training: academic writing, training presentation; General: api, git",Expert,9,"Expert Education & Training professional with experience in academic writing, training presentation.","Seek organization necessary. for Velasquez, Estrada and Holland; State task risk sell decide positive development. for Walsh, Myers and Garcia; Half heavy sure spring. for Rogers, Garrison and Hanson; Director what item career floor pass theory. for Hill, Solomon and Neal; Role draw summer message. for Gomez-Jones",56,$2727-$6291,Delhi
F0099,"Project Management: project objectives, project delivery, requirements specification; General: api",Entry Level,9,"Entry Level Project Management professional with experience in project objectives, project delivery, requirements specification.","Relationship fight best arrive activity cut. for Wise-Norton; Industry defense decade Republican likely now. for Ward, Moses and Allen",13,$375-$800,Kolkata
F0100,"UI/UX Design: design enhancement, figma, visual communication, ux copy; General: sql, project management",Expert,11,"Expert UI/UX Design professional with experience in design enhancement, figma, visual communication, ux copy.",Down attack best never its. for Villegas and Sons; Serious evening woman theory section. for Tanner and Sons,47,$4924-$9769,Pune
F0101,"Database Management: data warehousing, database architecture; General: api, agile",Entry Level,10,"Entry Level Database Management professional with experience in data warehousing, database architecture.",Someone long campaign participant weight seek leave us. for Calhoun-Flowers,6,$271-$689,Pune
F0102,"Marketing & SEO: off-page seo, search engine optimization, marketing strategy; General: agile, api",Entry Level,2,"Entry Level Marketing & SEO professional with experience in off-page seo, search engine optimization, marketing strategy.","Compare technology reveal yourself. for Gordon, Brown and Thomas",14,$335-$682,Bangalore
F0103,"UI/UX Design: figma, usability testing, visual communication, user interface design; General: sql, agile",Expert,8,"Expert UI/UX Design professional with experience in figma, usability testing, visual communication, user interface design.","Film pressure possible wear clearly according drop late. for Johnson Ltd; A learn popular view. for Perez, Walker and Martinez; Statement dream guess task. for Smith, Jones and Bell; You spring list. for Baker Group; Rich report dinner race thought animal. for Lynch-Santiago",49,$4114-$6861,Delhi
F0104,"UI/UX Design: responsive design, prototyping; General: ",Intermediate,9,"Intermediate UI/UX Design professional with experience in responsive design, prototyping.","Course information over because true so. for Richardson, Wong and Weaver; Camera sometimes young six base training suffer. for Morgan-Mcguire; Close fact among various challenge. for Meyers, Atkinson and Vazquez; Garden fire ask special population her ask. for Foley-Gomez",18,$1014-$1696,Chennai
F0105,"Mobile Development: react native, ios development, iphone ui design, mobile app improvement; General: ",Expert,3,"Expert Mobile Development professional with experience in react native, ios development, iphone ui design, mobile app improvement.","Law prevent unit full race sense police morning. for Reed LLC; Condition agree house. for Warren, Bryan and Perez; Possible thank mean up senior letter many them. for Williams Ltd; Better shake that effect deep. for Berry Ltd",75,$4427-$8255,Chennai
F0106,"Translation & Languages: french to german translation, french to spanish translation, english to vietnamese translation; General: api, project management",Expert,7,"Expert Translation & Languages professional with experience in french to german translation, french to spanish translation, english to vietnamese translation.","Race view teach success claim town strong. for Stewart-Zuniga; Despite policy face. for Montgomery, Watkins and Parsons; Thank feel court government good field film. for Miller PLC",60,$2451-$8574,Chennai
F0107,"Marketing & SEO: tiktok marketing, google optimize, seo strategy, google adsense; General: api, project management",Entry Level,4,"Entry Level Marketing & SEO professional with experience in tiktok marketing, google optimize, seo strategy, google adsense.",Minute common other indeed. for Peters-Allen; Recently total individual day meet. for Wood Ltd,6,$361-$685,Mumbai
F0108,"Web Development: css, website, laravel, virtual reality; General: ",Expert,7,"Expert Web Development professional with experience in css, website, laravel, virtual reality.","Wide open society support. for Hays-Austin; Nor rich imagine chair for particular receive. for Hodges, Snyder and Marquez; Thing than second personal board. for Murillo and Sons; Long new lawyer poor ready man democratic. for Nguyen, Salazar and Golden; Meet far lawyer success. for Hernandez-Kim",68,$3397-$6714,Mumbai
F0109,"Cybersecurity: cyber threat intelligence, source code scanning, security policies & procedures documentation, network security; General: ",Intermediate,5,"Intermediate Cybersecurity professional with experience in cyber threat intelligence, source code scanning, security policies & procedures documentation, network security.","May agree assume sit mention test sound debate. for Franklin, Hahn and Parker; Statement amount decide government. for Miller and Sons; Bar suffer yourself society late operation way. for Woods-Wade; Century manage subject center want. for Lewis Inc; Attack less quickly support. for Haynes and Sons",30,$1328-$2890,Mumbai
F0110,"Graphic & Visual Design: character design, 3d design; General: git, project management",Expert,12,"Expert Graphic & Visual Design professional with experience in character design, 3d design.","Identify expert kitchen necessary state baby. for Davis LLC; Notice actually believe than TV. for King-Weaver; Goal argue feel factor administration necessary just PM. for Moran, Morrison and Campos; Local bar responsibility easy Mrs. for Cook Inc",71,$3975-$7696,Mumbai
F0111,"Cybersecurity: vpn, encryption; General: project management, agile",Intermediate,4,"Intermediate Cybersecurity professional with experience in vpn, encryption.","Agent kid score yard gun at debate card. for Morris Group; Animal management song out rule. for Harris-Perez; Talk scene show necessary like rest movie. for Wise Inc; Project discover factor value. for Thompson, Wright and Fuentes; Human economy build fear around yes argue. for Powell-Valencia",20,$612-$2961,Mumbai
F0112,"Web Development: website to mobile app conversion, web development plugin, software architecture & design, react; General: project management",Intermediate,7,"Intermediate Web Development professional with experience in website to mobile app conversion, web development plugin, software architecture & design, react.","Trouble other often possible. for Cruz, Roberts and Irwin; Wonder win after generation someone interview blue protect. for Ellis Ltd; Without may peace when science fall pull. for Bailey, Ramirez and Hill; Race avoid federal. for Thompson PLC",30,$734-$2602,Kolkata
